ACCNUM,YEAR,HOUR,ROAD_CLASS,District,WardNum,ACCLOC,TRAFFCTL,VISIBILITY,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,DRIVACT,DRIVCOND,PEDACT,PEDCOND,geometry
1228657,2011,12,Major Arterial,Scarborough,25,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,Major,,,,On Sidewalk or Shoulder,Normal,"-79.17559, 43.807345"
1230262,2011,12,Major Arterial,Etobicoke York,5,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Major,,Exceeding Speed Limit,Normal,,,"-79.48699, 43.668145"
1230262,2011,12,Major Arterial,Etobicoke York,5,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Minor,,Improper Turn,Normal,,,"-79.48699, 43.668145"
1219821,2011,12,Major Arterial,North York,16,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.34449, 43.740845"
1219821,2011,12,Major Arterial,North York,16,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,None,,Failed to Yield Right of Way,Inattentive,,,"-79.34449, 43.740845"
1219821,2011,12,Major Arterial,North York,16,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,80 to 84,Major,,,,Crossing with right of way,Normal,"-79.34449, 43.740845"
1236141,2011,12,Minor Arterial,Scarborough,23,,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.23999, 43.826745"
1235117,2011,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Wet,Non-Fatal Injury,Angle,60 to 64,Minor,,Disobeyed Traffic Control,Other,,,"-79.354907, 43.648242"
1235117,2011,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Wet,Non-Fatal Injury,Angle,20 to 24,Major,,Driving Properly,Normal,,,"-79.354907, 43.648242"
1235117,2011,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Wet,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.354907, 43.648242"
1236141,2011,12,Minor Arterial,Scarborough,23,,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,25 to 29,Major,,Lost control,Normal,,,"-79.23999, 43.826745"
1236141,2011,12,Minor Arterial,Scarborough,23,,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.23999, 43.826745"
1220905,2011,12,Major Arterial,North York,18,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.41319, 43.761045"
1220905,2011,12,Major Arterial,North York,18,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,None,,Failed to Yield Right of Way,Normal,,,"-79.41319, 43.761045"
1220905,2011,12,Major Arterial,North York,18,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,Crossing with right of way,Normal,"-79.41319, 43.761045"
1192613,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,30 to 34,Major,,Driving Properly,Normal,,,"-79.42479, 43.639445"
1192613,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,55 to 59,None,,Improper Turn,Inattentive,,,"-79.42479, 43.639445"
1207710,2010,12,Major Arterial,Scarborough,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,45 to 49,Major,,Driving Properly,Normal,,,"-79.21699, 43.738745"
1207710,2010,12,Major Arterial,Scarborough,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,None,,Improper Turn,Normal,,,"-79.21699, 43.738745"
1204379,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,"-79.37749, 43.642045"
1204379,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,None,,Improper Turn,Normal,,,"-79.37749, 43.642045"
1204379,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,Minor,,,,On Sidewalk or Shoulder,Normal,"-79.37749, 43.642045"
1204379,2010,12,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,0 to 4,Major,,,,On Sidewalk or Shoulder,Normal,"-79.37749, 43.642045"
1268545,2011,12,Major Arterial,North York,15,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.38619, 43.709145"
1268545,2011,12,Major Arterial,North York,15,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,None,,Driving Properly,Normal,,,"-79.38619, 43.709145"
1268545,2011,12,Major Arterial,North York,15,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,Major,,,,Crossing without right of way,Normal,"-79.38619, 43.709145"
1269531,2011,12,Major Arterial,Toronto and East York,12,At Intersection,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,"-79.39649, 43.697345"
1269531,2011,12,Major Arterial,Toronto and East York,12,At Intersection,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Major,,,,Running onto Roadway,Normal,"-79.39649, 43.697345"
1268545,2011,12,Major Arterial,North York,15,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,None,,,,,,"-79.38619, 43.709145"
1246967,2011,12,Major Arterial,Etobicoke York,3,At Intersection,No Control,Clear,Dry,Fatal,Pedestrian Collisions,unknown,,,,,,,"-79.50639, 43.600445"
1246967,2011,12,Major Arterial,Etobicoke York,3,At Intersection,No Control,Clear,Dry,Fatal,Pedestrian Collisions,45 to 49,None,,Failed to Yield Right of Way,Normal,,,"-79.50639, 43.600445"
1246967,2011,12,Major Arterial,Etobicoke York,3,At Intersection,No Control,Clear,Dry,Fatal,Pedestrian Collisions,85 to 89,Fatal,18,,,Crossing with right of way,Unknown,"-79.50639, 43.600445"
1256813,2011,12,Major Arterial,North York,6,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,unknown,,,,,,,"-79.46239, 43.747945"
1256813,2011,12,Major Arterial,North York,6,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,40 to 44,Major,,Improper Lane Change,Normal,,,"-79.46239, 43.747945"
1256813,2011,12,Major Arterial,North York,6,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,65 to 69,Minimal,,Driving Properly,Normal,,,"-79.46239, 43.747945"
1259502,2011,12,Minor Arterial,Toronto and East York,14,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,None,,Other,Normal,,,"-79.33229, 43.662845"
1259502,2011,12,Minor Arterial,Toronto and East York,14,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,Major,,,,Other,Normal,"-79.33229, 43.662845"
1274426,2012,12,Major Arterial,Toronto and East York,12,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.39639, 43.687645"
1274426,2012,12,Major Arterial,Toronto and East York,12,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Major,,,,Running onto Roadway,Inattentive,"-79.39639, 43.687645"
1274426,2012,12,Major Arterial,Toronto and East York,12,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,None,,Driving Properly,Normal,,,"-79.39639, 43.687645"
1285480,2012,12,Major Arterial,Etobicoke York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,80 to 84,Minor,,,,,,"-79.57079, 43.691545"
1285480,2012,12,Major Arterial,Etobicoke York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,75 to 79,Minor,,,,,,"-79.57079, 43.691545"
1285480,2012,12,Major Arterial,Etobicoke York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,70 to 74,Minor,,,,,,"-79.57079, 43.691545"
1285480,2012,12,Major Arterial,Etobicoke York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,75 to 79,Minor,,Disobeyed Traffic Control,Inattentive,,,"-79.57079, 43.691545"
1285480,2012,12,Major Arterial,Etobicoke York,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,50 to 54,Major,,Driving Properly,Normal,,,"-79.57079, 43.691545"
1244328,2011,12,Minor Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Fatal,SMV Other,unknown,,,,,,,"-79.53269, 43.696145"
1244328,2011,12,Minor Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Fatal,SMV Other,70 to 74,Fatal,14,,,,,"-79.53269, 43.696145"
1244328,2011,12,Minor Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Fatal,SMV Other,70 to 74,Major,,Lost control,Unknown,,,"-79.53269, 43.696145"
1244722,2011,12,Minor Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.40679, 43.636345"
1244722,2011,12,Minor Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,25 to 29,Major,,,,,,"-79.40679, 43.636345"
1236508,2011,12,Major Arterial,North York,18,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,80 to 84,Minor,,Driving Properly,Normal,,,"-79.42009, 43.797945"
1236508,2011,12,Major Arterial,North York,18,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.42009, 43.797945"
1236508,2011,12,Major Arterial,North York,18,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,25 to 29,Major,,Disobeyed Traffic Control,Inattentive,,,"-79.42009, 43.797945"
1239456,2011,12,Major Arterial,North York,8,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,None,,Failed to Yield Right of Way,Unknown,,,"-79.42979, 43.719245"
1239456,2011,12,Major Arterial,North York,8,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,Major,,,,,,"-79.42979, 43.719245"
1249034,2011,12,Minor Arterial,Toronto and East York,12,,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,60 to 64,Major,,,,,,"-79.40809, 43.677445"
1249034,2011,12,Minor Arterial,Toronto and East York,12,,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,25 to 29,Minor,,,,,,"-79.40809, 43.677445"
1249034,2011,12,Minor Arterial,Toronto and East York,12,,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,45 to 49,Minor,,Lost control,Normal,,,"-79.40809, 43.677445"
1249034,2011,12,Minor Arterial,Toronto and East York,12,,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.40809, 43.677445"
1311482,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,30 to 34,Major,,Driving Properly,Normal,,,"-79.26799, 43.759445"
1311482,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,unknown,,,,,,,"-79.26799, 43.759445"
1311482,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,55 to 59,Major,,Failed to Yield Right of Way,Inattentive,,,"-79.26799, 43.759445"
1311482,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,35 to 39,None,,Driving Properly,Unknown,,,"-79.26799, 43.759445"
1311482,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,unknown,,,,,,,"-79.26799, 43.759445"
1320814,2012,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.285388, 43.696986"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,45 to 49,Major,,,,,,"-79.274829, 43.697165"
1320814,2012,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,45 to 49,Major,,Lost control,Normal,,,"-79.285388, 43.696986"
1320969,2012,12,Major Arterial,Toronto and East York,13,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,45 to 49,None,,Driving Properly,Normal,,,"-79.36439, 43.652145"
1320969,2012,12,Major Arterial,Toronto and East York,13,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,unknown,,,,,,,"-79.36439, 43.652145"
1320969,2012,12,Major Arterial,Toronto and East York,13,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,55 to 59,Major,,Improper Turn,Normal,,,"-79.36439, 43.652145"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,10 to 14,Minor,,,,,,"-79.274829, 43.697165"
1326729,2012,12,Major Arterial,Toronto and East York,9,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.446391, 43.677245"
1326729,2012,12,Major Arterial,Toronto and East York,9,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,"-79.446391, 43.677245"
1326729,2012,12,Major Arterial,Toronto and East York,9,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,Major,,,,"Crossing, no Traffic Control",Normal,"-79.446391, 43.677245"
1305291,2012,12,Local,North York,15,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,70 to 74,None,,Other,Inattentive,,,"-79.35879, 43.726645"
1301330,2012,12,Major Arterial,Toronto and East York,13,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,40 to 44,None,,Driving Properly,Normal,,,"-79.37499, 43.649745"
1301330,2012,12,Major Arterial,Toronto and East York,13,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,25 to 29,Major,,,,,,"-79.37499, 43.649745"
1301352,2012,12,Local,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,Major,,,,Other,Normal,"-79.35289, 43.687545"
1301352,2012,12,Local,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,None,,Other,Normal,,,"-79.35289, 43.687545"
1305291,2012,12,Local,North York,15,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,Major,,,,,,"-79.35879, 43.726645"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,10 to 14,Minor,,,,,,"-79.27479, 43.748945"
1293835,2012,12,Collector,Toronto and East York,12,At Intersection,Stop Sign,Clear,Dry,Fatal,Pedestrian Collisions,unknown,,,,,,,"-79.40049, 43.704245"
1293835,2012,12,Collector,Toronto and East York,12,At Intersection,Stop Sign,Clear,Dry,Fatal,Pedestrian Collisions,45 to 49,None,,Improper Turn,Inattentive,,,"-79.40049, 43.704245"
1293835,2012,12,Collector,Toronto and East York,12,At Intersection,Stop Sign,Clear,Dry,Fatal,Pedestrian Collisions,80 to 84,Fatal,14,,,Crossing with right of way,Normal,"-79.40049, 43.704245"
1295871,2012,12,Local,North York,8,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,50 to 54,None,,Other,Inattentive,,,"-79.418292, 43.742343"
1295871,2012,12,Local,North York,8,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,80 to 84,Fatal,16,,,Walking on Roadway Against Traffic,Medical or Physical Disability,"-79.418292, 43.742343"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,unknown,,,,,,,"-79.27479, 43.748945"
1300673,2012,12,Minor Arterial,Etobicoke York,2,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,60 to 64,None,,Improper Lane Change,Normal,,,"-79.565189, 43.654746"
1300673,2012,12,Minor Arterial,Etobicoke York,2,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,80 to 84,Major,,,,,,"-79.565189, 43.654746"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,50 to 54,Minor,,Driving Properly,Normal,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,75 to 79,Minimal,,Lost control,Inattentive,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,20 to 24,Major,,Driving Properly,Normal,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,30 to 34,None,,Driving Properly,Normal,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,40 to 44,Minimal,,,,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,20 to 24,Minor,,,,,,"-79.27479, 43.748945"
1308082,2012,12,Major Arterial,Scarborough,21,,No Control,Clear,Dry,Non-Fatal Injury,Approaching,45 to 49,Minor,,Driving Properly,Normal,,,"-79.27479, 43.748945"
1291754,2012,12,Other,Toronto and East York,19,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,50 to 54,None,,Failed to Yield Right of Way,Normal,,,"-79.29229, 43.696445"
1291754,2012,12,Other,Toronto and East York,19,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,Major,,,,On Sidewalk or Shoulder,Normal,"-79.29229, 43.696445"
1316760,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,75 to 79,Minor,,Following too Close,Normal,,,"-79.51699, 43.776345"
1316760,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,45 to 49,Major,,,,,,"-79.51699, 43.776345"
1316760,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,unknown,,,,,,,"-79.51699, 43.776345"
1316760,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,50 to 54,Major,,Driving Properly,Normal,,,"-79.51699, 43.776345"
1298032,2012,12,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,0 to 4,Major,,,,,,"-79.34369, 43.775845"
1298032,2012,12,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,0 to 4,Major,,,,,,"-79.34369, 43.775845"
1298032,2012,12,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,35 to 39,Major,,,,,,"-79.34369, 43.775845"
1298032,2012,12,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,40 to 44,Major,,Driving Properly,Normal,,,"-79.34369, 43.775845"
1298032,2012,12,Major Arterial,North York,17,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Rear End,40 to 44,Major,,Following too Close,Inattentive,,,"-79.34369, 43.775845"
1289974,2012,12,Major Arterial,Scarborough,25,,No Control,Clear,Dry,Fatal,SMV Other,50 to 54,Fatal,10,Other,Unknown,,,"-79.19929, 43.800745"
1289974,2012,12,Major Arterial,Scarborough,25,,No Control,Clear,Dry,Fatal,SMV Other,unknown,,,,,,,"-79.19929, 43.800745"
1307456,2012,12,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,unknown,,,,,,,"-79.59679, 43.720045"
1307456,2012,12,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,"-79.59679, 43.720045"
1307456,2012,12,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,60 to 64,Fatal,22,,,"Crossing, no Traffic Control",Unknown,"-79.59679, 43.720045"
1313717,2012,12,Major Arterial,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Minimal,,Driving Properly,Normal,,,"-79.34249, 43.679445"
1313717,2012,12,Major Arterial,Toronto and East York,14,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,Major,,,,Running onto Roadway,Medical or Physical Disability,"-79.34249, 43.679445"
1292886,2012,12,Major Arterial,Scarborough,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.23209, 43.740245"
1292886,2012,12,Major Arterial,Scarborough,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,None,,Failed to Yield Right of Way,Normal,,,"-79.23209, 43.740245"
1292886,2012,12,Major Arterial,Scarborough,,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,Crossing with right of way,Normal,"-79.23209, 43.740245"
1306426,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.53819, 43.733745"
1306426,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Failed to Yield Right of Way,Inattentive,,,"-79.53819, 43.733745"
1306426,2012,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,Major,,,,Crossing with right of way,Normal,"-79.53819, 43.733745"
1306447,2012,12,Major Arterial,Toronto and East York,11,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,Major,,,,Running onto Roadway,Normal,"-79.39529, 43.671445"
1306447,2012,12,Major Arterial,Toronto and East York,11,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,"-79.39529, 43.671445"
1351701,2013,12,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.37789, 43.658245"
1351701,2013,12,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,30 to 34,None,,Failed to Yield Right of Way,Inattentive,,,"-79.37789, 43.658245"
1371679,2013,12,Major Arterial,Etobicoke York,3,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.524616, 43.615863"
1351701,2013,12,Minor Arterial,Toronto and East York,13,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,80 to 84,Major,,,,Crossing with right of way,Normal,"-79.37789, 43.658245"
1371679,2013,12,Major Arterial,Etobicoke York,3,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,SMV Other,20 to 24,Major,,Lost control,Unknown,,,"-79.524616, 43.615863"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,50 to 54,Minor,,Lost control,Unknown,,,"-79.274829, 43.697165"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,50 to 54,Minor,,,,,,"-79.274829, 43.697165"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,5 to 9,Minimal,,,,,,"-79.274829, 43.697165"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,5 to 9,Minor,,,,,,"-79.274829, 43.697165"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,5 to 9,Minor,,,,,,"-79.274829, 43.697165"
1363450,2013,12,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Approaching,50 to 54,Minimal,,Driving Properly,Normal,,,"-79.274829, 43.697165"
1356635,2013,12,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,unknown,,,,,,,"-79.405887, 43.740344"
1356635,2013,12,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,25 to 29,None,,Disobeyed Traffic Control,Normal,,,"-79.405887, 43.740344"
1356635,2013,12,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,90 to 94,Fatal,15,,,Crossing with right of way,Normal,"-79.405887, 43.740344"
1358324,2013,12,Major Arterial,Toronto and East York,9,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,25 to 29,None,,Driving Properly,Normal,,,"-79.44269, 43.658345"
1358324,2013,12,Major Arterial,Toronto and East York,9,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Major,,Exceeding Speed Limit,Unknown,,,"-79.44269, 43.658345"
1374300,2013,12,Major Arterial,Etobicoke York,2,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,None,,Lost control,Fatigue,,,"-79.57679, 43.631345"
1374300,2013,12,Major Arterial,Etobicoke York,2,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,Major,,,,Other,Normal,"-79.57679, 43.631345"
1363559,2013,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,None,,Failed to Yield Right of Way,Normal,,,"-79.52429, 43.755945"
1363559,2013,12,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,Major,,,,Crossing without right of way,Medical or Physical Disability,"-79.52429, 43.755945"
1379372,2013,12,Minor Arterial,Toronto and East York,,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,None,,Driving Properly,Had Been Drinking,,,"-79.428363, 43.641524"
1379372,2013,12,Minor Arterial,Toronto and East York,,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,Major,,,,"Crossing, no Traffic Control",Unknown,"-79.428363, 43.641524"
1381745,2013,12,Major Arterial,Etobicoke York,3,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.514774, 43.623583"
